loss;epoch;iteration;global_iteration
1.4665071964263916;0;100;100
0.38759174942970276;0;200;200
0.3805156350135803;0;300;300
0.31450164318084717;0;400;400
0.2307792603969574;0;500;500
0.10026752203702927;0;600;600
0.28465479612350464;0;700;700
0.18413102626800537;0;800;800
0.25168827176094055;0;900;900
0.20617300271987915;0;1000;1000
0.3565791845321655;0;1100;1100
0.0027461862191557884;0;1200;1200
0.02773868478834629;0;1300;1300
0.026330143213272095;0;1400;1400
0.0011016767239198089;0;1500;1500
0.12420712411403656;0;1600;1600
0.0014065823052078485;0;1700;1700
0.024988358840346336;0;1800;1800
0.009393885731697083;0;1900;1900
0.02224673330783844;0;2000;2000
0.1556822657585144;0;2100;2100
0.06568309664726257;0;2200;2200
0.02444535866379738;0;2300;2300
0.11534950882196426;0;2400;2400
0.10365043580532074;0;2500;2500
0.06450991332530975;0;2600;2600
0.09663199633359909;0;2700;2700
0.10921796411275864;0;2800;2800
0.22276806831359863;0;2900;2900
0.09934182465076447;0;3000;3000
0.08070962131023407;0;3100;3100
0.12409237772226334;0;3200;3200
0.007981984876096249;0;3300;3300
0.1370057910680771;0;3400;3400
0.0018196266610175371;0;3500;3500
0.0017464123666286469;0;3600;3600
0.08554044365882874;0;3700;3700
0.10808411240577698;0;3800;3800
0.004260344430804253;0;3900;3900
0.058560606092214584;0;4000;4000
0.00539637915790081;0;4100;4100
0.07168171554803848;0;4200;4200
0.06781541556119919;0;4300;4300
0.00011364478268660605;0;4400;4400
0.03874041885137558;0;4500;4500
0.019219089299440384;0;4600;4600
