loss_avg;epoch;iteration;global_iteration
1.6521735191345215;0;100;100
0.04101046547293663;0;200;200
0.33015191555023193;0;300;300
0.2622729539871216;0;400;400
0.044419895857572556;0;500;500
0.010395671240985394;0;600;600
0.35718393325805664;0;700;700
0.2574516534805298;0;800;800
0.14412666857242584;0;900;900
0.04315893352031708;0;1000;1000
0.199893519282341;0;1100;1100
0.0599968284368515;0;1200;1200
0.4089724123477936;0;1300;1300
0.1676020622253418;0;1400;1400
0.23400115966796875;0;1500;1500
0.04208425059914589;0;1600;1600
0.20052708685398102;0;1700;1700
0.02163517288863659;0;1800;1800
0.006519008427858353;0;1900;1900
0.10651981830596924;0;2000;2000
0.20370565354824066;0;2100;2100
0.019915718585252762;0;2200;2200
0.14128750562667847;0;2300;2300
