loss;epoch;iteration;global_iteration
0.00969048123806715;3;1525;16000
0.13874518871307373;3;1625;16100
0.01199355162680149;3;1725;16200
0.013435928151011467;3;1825;16300
0.003930216655135155;3;1925;16400
0.0006964034982956946;3;2025;16500
0.11250439286231995;3;2125;16600
0.0006095950375311077;3;2225;16700
0.052121952176094055;3;2325;16800
0.0018616061424836516;3;2425;16900
0.0009226551046594977;3;2525;17000
0.014196589589118958;3;2625;17100
0.008260742761194706;3;2725;17200
0.010253049433231354;3;2825;17300
0.0011594435200095177;3;2925;17400
0.0006659014034084976;3;3025;17500
0.00013631775800604373;3;3125;17600
0.0002913998905569315;3;3225;17700
0.013976885937154293;3;3325;17800
0.0013362658210098743;3;3425;17900
0.021458791568875313;3;3525;18000
0.0629347637295723;3;3625;18100
0.0001478036429034546;3;3725;18200
1.5894569216357013e-08;3;3825;18300
0.0011042333208024502;3;3925;18400
0.017057927325367928;3;4025;18500
0.049042146652936935;3;4125;18600
0.003437589854001999;3;4225;18700
0.004893594421446323;3;4325;18800
0.013612071052193642;3;4425;18900
4.66126948595047e-05;3;4525;19000
0.04743306338787079;3;4625;19100
0.004579260013997555;3;4725;19200
0.00010921301873167977;3;4825;19300
0.005844550207257271;4;100;19400
0.0011461953399702907;4;200;19500
0.04048068821430206;4;300;19600
0.0008385464898310602;4;400;19700
2.4318470082107524e-07;4;500;19800
0.026399165391921997;4;600;19900
0.0022870691027492285;4;700;20000
0.03918862342834473;4;800;20100
0.00018856200040318072;4;900;20200
0.05079921334981918;4;1000;20300
0.06228969991207123;4;1100;20400
0.00019131819135509431;4;1200;20500
0.002566575538367033;4;1300;20600
0.0005286140367388725;4;1400;20700
0.0020774833392351866;4;1500;20800
0.0005265573272481561;4;1600;20900
0.019946159794926643;4;1700;21000
0.0008799316710792482;4;1800;21100
0.0001862445060396567;4;1900;21200
0.0004666915046982467;4;2000;21300
3.303517587482929e-05;4;2100;21400
0.10027079284191132;4;2200;21500
0.03713253512978554;4;2300;21600
0.010013772174715996;4;2400;21700
0.0012103535700589418;4;2500;21800
0.026197416707873344;4;2600;21900
0.0036321894731372595;4;2700;22000
0.00649428553879261;4;2800;22100
0.000689562875777483;4;2900;22200
0.0007075308240018785;4;3000;22300
0.0003701278183143586;4;3100;22400
3.110032412223518e-05;4;3200;22500
0.010210694745182991;4;3300;22600
0.0015384296420961618;4;3400;22700
0.008390692993998528;4;3500;22800
0.0006282727117650211;4;3600;22900
0.0003467252245172858;4;3700;23000
0.004864999558776617;4;3800;23100
0.0011883986881002784;4;3900;23200
0.020160574465990067;4;4000;23300
0.0007787325885146856;4;4100;23400
0.004607372917234898;4;4200;23500
0.00265760300680995;4;4300;23600
0.0006837061373516917;4;4400;23700
0.006498883478343487;4;4500;23800
0.0003508543595671654;4;4600;23900
0.035061195492744446;4;4700;24000
0.000951566849835217;4;4800;24100
