loss;epoch;iteration;global_iteration
2.096196174621582;0;100;100
0.10791520029306412;0;200;200
0.12889602780342102;0;300;300
0.5166141390800476;0;400;400
0.2751694619655609;0;500;500
0.09782040119171143;0;600;600
0.25457531213760376;0;700;700
0.15344615280628204;0;800;800
0.04890717938542366;0;900;900
0.23125144839286804;0;1000;1000
0.26422205567359924;0;1100;1100
0.22759106755256653;0;1200;1200
0.17594477534294128;0;1300;1300
0.02581743523478508;0;1400;1400
0.06836114078760147;0;1500;1500
0.05735151469707489;0;1600;1600
0.25275087356567383;0;1700;1700
0.15082776546478271;0;1800;1800
0.22053539752960205;0;1900;1900
0.31696680188179016;0;2000;2000
0.11830305308103561;0;2100;2100
0.3006611168384552;0;2200;2200
0.028196314349770546;0;2300;2300
0.09582846611738205;0;2400;2400
0.07034139335155487;0;2500;2500
0.11333993077278137;0;2600;2600
0.08989890664815903;0;2700;2700
0.00011376852489775047;0;2800;2800
0.059892185032367706;0;2900;2900
0.016773127019405365;0;3000;3000
0.2519700229167938;0;3100;3100
0.021505281329154968;0;3200;3200
0.001347743789665401;0;3300;3300
0.041600264608860016;0;3400;3400
0.2155035138130188;0;3500;3500
0.08412489295005798;0;3600;3600
0.03788293898105621;0;3700;3700
0.11834676563739777;0;3800;3800
0.012437867932021618;0;3900;3900
0.024172713980078697;0;4000;4000
0.16318199038505554;0;4100;4100
0.09106219559907913;0;4200;4200
0.081328846514225;0;4300;4300
0.013021400198340416;0;4400;4400
0.038955748081207275;0;4500;4500
0.05120440199971199;0;4600;4600
0.04686256870627403;0;4700;4700
0.06202951818704605;0;4800;4800
0.01914893463253975;1;75;4900
0.024078544229269028;1;175;5000
0.08238157629966736;1;275;5100
0.2640734314918518;1;375;5200
0.10412997752428055;1;475;5300
0.00467342883348465;1;575;5400
0.01372445747256279;1;675;5500
0.04715053364634514;1;775;5600
0.3440394401550293;1;875;5700
0.008740382269024849;1;975;5800
0.006136688403785229;1;1075;5900
0.011852117255330086;1;1175;6000
0.004868582356721163;1;1275;6100
0.0052115414291620255;1;1375;6200
0.00031325130839832127;1;1475;6300
0.0034267427399754524;1;1575;6400
2.949960617115721e-05;1;1675;6500
0.11379580199718475;1;1775;6600
0.08320939540863037;1;1875;6700
0.018745779991149902;1;1975;6800
0.07018671184778214;1;2075;6900
0.139334574341774;1;2175;7000
0.0060577429831027985;1;2275;7100
0.08780606091022491;1;2375;7200
0.050935741513967514;1;2475;7300
0.034104228019714355;1;2575;7400
0.045780736953020096;1;2675;7500
0.11307202279567719;1;2775;7600
0.00971190445125103;1;2875;7700
0.0058287871070206165;1;2975;7800
0.11439733952283859;1;3075;7900
0.12378886342048645;1;3175;8000
0.0870748832821846;1;3275;8100
0.10392310470342636;1;3375;8200
0.050047338008880615;1;3475;8300
0.0076975696720182896;1;3575;8400
0.056124940514564514;1;3675;8500
0.046471815556287766;1;3775;8600
0.03395327180624008;1;3875;8700
0.0010736543918028474;1;3975;8800
0.030119117349386215;1;4075;8900
0.06961873918771744;1;4175;9000
0.020835382863879204;1;4275;9100
0.0165041945874691;1;4375;9200
0.0261271633207798;1;4475;9300
0.010273330844938755;1;4575;9400
0.15869922935962677;1;4675;9500
0.08772404491901398;1;4775;9600
0.03245864436030388;2;50;9700
0.0002733842993620783;2;150;9800
0.00015879295824561268;2;250;9900
0.01521389465779066;2;350;10000
0.0003085225762333721;2;450;10100
0.01925753243267536;2;550;10200
0.00043339640251360834;2;650;10300
0.027901554480195045;2;750;10400
9.53674206272126e-09;2;850;10500
0.14807036519050598;2;950;10600
0.010021625086665154;2;1050;10700
0.01946357823908329;2;1150;10800
0.07176999747753143;2;1250;10900
0.023558687418699265;2;1350;11000
0.00478358706459403;2;1450;11100
8.978407277027145e-05;2;1550;11200
0.11654049903154373;2;1650;11300
0.005058036185801029;2;1750;11400
0.06391170620918274;2;1850;11500
0.00017524248687550426;2;1950;11600
0.0007732539670541883;2;2050;11700
0.1802642047405243;2;2150;11800
0.00017779937479645014;2;2250;11900
1.833988676480658e-07;2;2350;12000
0.021043458953499794;2;2450;12100
0.05727250874042511;2;2550;12200
0.0032371915876865387;2;2650;12300
0.002795016160234809;2;2750;12400
0.012705192901194096;2;2850;12500
0.10828466713428497;2;2950;12600
0.015223667025566101;2;3050;12700
0.00376166426576674;2;3150;12800
0.11679193377494812;2;3250;12900
0.05948371812701225;2;3350;13000
0.06989149749279022;2;3450;13100
0.041654735803604126;2;3550;13200
0.1333688497543335;2;3650;13300
0.0646456852555275;2;3750;13400
0.001566485152579844;2;3850;13500
0.003154105506837368;2;3950;13600
0.003122981172055006;2;4050;13700
0.00010789254156406969;2;4150;13800
0.10400184988975525;2;4250;13900
0.020338868722319603;2;4350;14000
0.029466960579156876;2;4450;14100
0.000343248771969229;2;4550;14200
0.11060397326946259;2;4650;14300
0.026079924777150154;2;4750;14400
0.051038239151239395;3;25;14500
0.0007931882282719016;3;125;14600
0.08766904473304749;3;225;14700
0.002017691731452942;3;325;14800
0.00021167757222428918;3;425;14900
0.018996095284819603;3;525;15000
0.011274091899394989;3;625;15100
0.006561589427292347;3;725;15200
0.02947108820080757;3;825;15300
0.0010016452288255095;3;925;15400
0.024570796638727188;3;1025;15500
0.06969157606363297;3;1125;15600
6.9399447966134176e-06;3;1225;15700
0.005156124010682106;3;1325;15800
0.0024196309968829155;3;1425;15900
