lr;epoch;iteration;global_iteration
2.3243136088809595e-05;2;5090;16300
2.304490038655962e-05;2;5190;16400
2.2846664684309645e-05;2;5290;16500
2.264842898205967e-05;2;5390;16600
2.2450193279809695e-05;2;5490;16700
2.225195757755972e-05;2;5590;16800
2.2053721875309742e-05;3;85;16900
2.185548617305977e-05;3;185;17000
2.1657250470809796e-05;3;285;17100
2.1459014768559818e-05;3;385;17200
2.1260779066309843e-05;3;485;17300
2.1062543364059868e-05;3;585;17400
2.0864307661809893e-05;3;685;17500
2.0666071959559918e-05;3;785;17600
2.046783625730994e-05;3;885;17700
2.026960055505997e-05;3;985;17800
2.0071364852809994e-05;3;1085;17900
1.9873129150560015e-05;3;1185;18000
1.967489344831004e-05;3;1285;18100
1.947665774606007e-05;3;1385;18200
1.927842204381009e-05;3;1485;18300
1.9080186341560116e-05;3;1585;18400
1.888195063931014e-05;3;1685;18500
1.8683714937060166e-05;3;1785;18600
1.848547923481019e-05;3;1885;18700
1.8287243532560213e-05;3;1985;18800
1.8089007830310238e-05;3;2085;18900
1.7890772128060267e-05;3;2185;19000
1.769253642581029e-05;3;2285;19100
1.7494300723560314e-05;3;2385;19200
1.729606502131034e-05;3;2485;19300
1.7097829319060364e-05;3;2585;19400
1.689959361681039e-05;3;2685;19500
1.6701357914560414e-05;3;2785;19600
1.6503122212310436e-05;3;2885;19700
1.6304886510060465e-05;3;2985;19800
1.6106650807810486e-05;3;3085;19900
1.590841510556051e-05;3;3185;20000
1.5710179403310537e-05;3;3285;20100
1.5511943701060562e-05;3;3385;20200
1.5313707998810587e-05;3;3485;20300
1.5115472296560612e-05;3;3585;20400
1.4917236594310635e-05;3;3685;20500
1.471900089206066e-05;3;3785;20600
1.4520765189810687e-05;3;3885;20700
1.4322529487560709e-05;3;3985;20800
1.4124293785310736e-05;3;4085;20900
1.3926058083060761e-05;3;4185;21000
1.3727822380810785e-05;3;4285;21100
1.352958667856081e-05;3;4385;21200
1.3331350976310833e-05;3;4485;21300
1.3133115274060858e-05;3;4585;21400
1.2934879571810885e-05;3;4685;21500
1.2736643869560907e-05;3;4785;21600
1.2538408167310934e-05;3;4885;21700
1.2340172465060957e-05;3;4985;21800
1.2141936762810984e-05;3;5085;21900
1.1943701060561007e-05;3;5185;22000
1.1745465358311033e-05;3;5285;22100
1.1547229656061056e-05;3;5385;22200
1.1348993953811083e-05;3;5485;22300
1.1150758251561106e-05;3;5585;22400
1.0952522549311131e-05;4;80;22500
1.0754286847061157e-05;4;180;22600
1.0556051144811182e-05;4;280;22700
1.0357815442561205e-05;4;380;22800
1.015957974031123e-05;4;480;22900
9.961344038061255e-06;4;580;23000
9.76310833581128e-06;4;680;23100
9.564872633561304e-06;4;780;23200
9.36663693131133e-06;4;880;23300
9.168401229061354e-06;4;980;23400
8.97016552681138e-06;4;1080;23500
8.771929824561403e-06;4;1180;23600
8.57369412231143e-06;4;1280;23700
8.375458420061453e-06;4;1380;23800
8.177222717811478e-06;4;1480;23900
7.978987015561502e-06;4;1580;24000
7.780751313311529e-06;4;1680;24100
7.582515611061553e-06;4;1780;24200
7.384279908811577e-06;4;1880;24300
7.186044206561602e-06;4;1980;24400
6.987808504311627e-06;4;2080;24500
6.789572802061652e-06;4;2180;24600
6.591337099811676e-06;4;2280;24700
6.393101397561702e-06;4;2380;24800
6.194865695311726e-06;4;2480;24900
5.996629993061751e-06;4;2580;25000
5.798394290811776e-06;4;2680;25100
5.600158588561801e-06;4;2780;25200
5.401922886311825e-06;4;2880;25300
5.20368718406185e-06;4;2980;25400
5.0054514818118746e-06;4;3080;25500
4.8072157795619e-06;4;3180;25600
4.608980077311924e-06;4;3280;25700
4.410744375061949e-06;4;3380;25800
4.212508672811974e-06;4;3480;25900
4.0142729705619986e-06;4;3580;26000
3.816037268312024e-06;4;3680;26100
3.6178015660620476e-06;4;3780;26200
3.4195658638120727e-06;4;3880;26300
3.2213301615620974e-06;4;3980;26400
3.023094459312122e-06;4;4080;26500
2.824858757062147e-06;4;4180;26600
2.6266230548121716e-06;4;4280;26700
2.4283873525621963e-06;4;4380;26800
2.230151650312221e-06;4;4480;26900
2.031915948062246e-06;4;4580;27000
1.833680245812271e-06;4;4680;27100
1.6354445435622958e-06;4;4780;27200
1.4372088413123205e-06;4;4880;27300
1.2389731390623452e-06;4;4980;27400
1.04073743681237e-06;4;5080;27500
8.425017345623946e-07;4;5180;27600
6.442660323124195e-07;4;5280;27700
4.460303300624443e-07;4;5380;27800
2.4779462781246905e-07;4;5480;27900
4.955892556249381e-08;4;5580;28000
