loss;epoch;iteration;global_iteration
0.024269504472613335;3;4325;18800
0.0008515823865309358;3;4425;18900
0.0630999207496643;3;4525;19000
0.021960359066724777;3;4625;19100
0.008317877538502216;3;4725;19200
5.9921760112047195e-05;3;4825;19300
0.003370164893567562;4;100;19400
0.004152556881308556;4;200;19500
0.00563060725107789;4;300;19600
0.0017415831098333001;4;400;19700
0.010727956891059875;4;500;19800
9.816704550758004e-05;4;600;19900
0.0008401538943871856;4;700;20000
0.00035599287366494536;4;800;20100
0.0010043754009529948;4;900;20200
0.002374053932726383;4;1000;20300
0.05371745675802231;4;1100;20400
0.0019369854126125574;4;1200;20500
2.8552201456477633e-06;4;1300;20600
0.007917416281998158;4;1400;20700
0.0332350954413414;4;1500;20800
0.012908096425235271;4;1600;20900
0.003877808805555105;4;1700;21000
0.001374598708935082;4;1800;21100
0.0012281450908631086;4;1900;21200
0.039673030376434326;4;2000;21300
0.0005205381894484162;4;2100;21400
0.003271217690780759;4;2200;21500
0.013551843352615833;4;2300;21600
0.0032614413648843765;4;2400;21700
0.0009487209608778358;4;2500;21800
0.0036634306889027357;4;2600;21900
0.048896607011556625;4;2700;22000
0.03068258985877037;4;2800;22100
0.0017561755375936627;4;2900;22200
0.009724103845655918;4;3000;22300
0.0004798552836291492;4;3100;22400
0.030947469174861908;4;3200;22500
0.004828574135899544;4;3300;22600
0.0007139875669963658;4;3400;22700
0.00048778532072901726;4;3500;22800
0.031112127006053925;4;3600;22900
0.004966574255377054;4;3700;23000
0.030254503712058067;4;3800;23100
0.0014418631326407194;4;3900;23200
0.0003763751592487097;4;4000;23300
0.00404738076031208;4;4100;23400
5.4836153395854126e-08;4;4200;23500
0.0022964568343013525;4;4300;23600
0.0008223113836720586;4;4400;23700
0.0009815762750804424;4;4500;23800
0.0005445812712423503;4;4600;23900
0.0002967396576423198;4;4700;24000
0.0019813054241240025;4;4800;24100
