lr;epoch;iteration;global_iteration
4.219919401266552e-05;1;975;5800
4.196891191709845e-05;1;1075;5900
4.173862982153138e-05;1;1175;6000
4.150834772596431e-05;1;1275;6100
4.127806563039724e-05;1;1375;6200
4.104778353483017e-05;1;1475;6300
4.0817501439263104e-05;1;1575;6400
4.0587219343696034e-05;1;1675;6500
4.0356937248128965e-05;1;1775;6600
4.0126655152561896e-05;1;1875;6700
3.989637305699482e-05;1;1975;6800
3.966609096142775e-05;1;2075;6900
3.943580886586068e-05;1;2175;7000
3.920552677029361e-05;1;2275;7100
3.8975244674726543e-05;1;2375;7200
3.8744962579159474e-05;1;2475;7300
3.8514680483592405e-05;1;2575;7400
3.8284398388025336e-05;1;2675;7500
3.805411629245827e-05;1;2775;7600
3.78238341968912e-05;1;2875;7700
3.759355210132413e-05;1;2975;7800
3.736327000575706e-05;1;3075;7900
3.713298791018999e-05;1;3175;8000
3.6902705814622914e-05;1;3275;8100
3.6672423719055845e-05;1;3375;8200
3.6442141623488776e-05;1;3475;8300
3.6211859527921706e-05;1;3575;8400
3.598157743235464e-05;1;3675;8500
3.575129533678757e-05;1;3775;8600
3.55210132412205e-05;1;3875;8700
3.529073114565343e-05;1;3975;8800
3.506044905008636e-05;1;4075;8900
3.483016695451929e-05;1;4175;9000
3.459988485895222e-05;1;4275;9100
3.436960276338515e-05;1;4375;9200
3.4139320667818084e-05;1;4475;9300
3.3909038572251015e-05;1;4575;9400
3.367875647668394e-05;1;4675;9500
3.344847438111687e-05;1;4775;9600
3.32181922855498e-05;2;50;9700
3.298791018998273e-05;2;150;9800
3.275762809441566e-05;2;250;9900
3.252734599884859e-05;2;350;10000
3.2297063903281524e-05;2;450;10100
3.2066781807714454e-05;2;550;10200
3.1836499712147385e-05;2;650;10300
3.1606217616580316e-05;2;750;10400
3.137593552101325e-05;2;850;10500
3.114565342544618e-05;2;950;10600
3.091537132987911e-05;2;1050;10700
3.068508923431203e-05;2;1150;10800
3.0454807138744963e-05;2;1250;10900
3.0224525043177894e-05;2;1350;11000
2.999424294761082e-05;2;1450;11100
2.9763960852043752e-05;2;1550;11200
2.9533678756476683e-05;2;1650;11300
2.9303396660909614e-05;2;1750;11400
2.9073114565342545e-05;2;1850;11500
2.8842832469775476e-05;2;1950;11600
2.8612550374208407e-05;2;2050;11700
2.8382268278641337e-05;2;2150;11800
2.8151986183074268e-05;2;2250;11900
2.79217040875072e-05;2;2350;12000
2.7691421991940126e-05;2;2450;12100
2.7461139896373057e-05;2;2550;12200
2.7230857800805988e-05;2;2650;12300
2.700057570523892e-05;2;2750;12400
2.677029360967185e-05;2;2850;12500
2.654001151410478e-05;2;2950;12600
2.6309729418537708e-05;2;3050;12700
2.607944732297064e-05;2;3150;12800
2.584916522740357e-05;2;3250;12900
2.56188831318365e-05;2;3350;13000
2.538860103626943e-05;2;3450;13100
2.5158318940702362e-05;2;3550;13200
2.4928036845135293e-05;2;3650;13300
2.4697754749568224e-05;2;3750;13400
2.446747265400115e-05;2;3850;13500
2.4237190558434082e-05;2;3950;13600
2.4006908462867013e-05;2;4050;13700
2.3776626367299944e-05;2;4150;13800
2.3546344271732874e-05;2;4250;13900
2.3316062176165805e-05;2;4350;14000
2.3085780080598736e-05;2;4450;14100
2.2855497985031667e-05;2;4550;14200
2.2625215889464594e-05;2;4650;14300
2.2394933793897525e-05;2;4750;14400
2.2164651698330456e-05;3;25;14500
2.1934369602763387e-05;3;125;14600
2.1704087507196318e-05;3;225;14700
2.147380541162925e-05;3;325;14800
2.124352331606218e-05;3;425;14900
2.101324122049511e-05;3;525;15000
2.0782959124928038e-05;3;625;15100
2.055267702936097e-05;3;725;15200
2.03223949337939e-05;3;825;15300
2.009211283822683e-05;3;925;15400
1.986183074265976e-05;3;1025;15500
1.963154864709269e-05;3;1125;15600
1.9401266551525622e-05;3;1225;15700
1.917098445595855e-05;3;1325;15800
1.894070236039148e-05;3;1425;15900
1.871042026482441e-05;3;1525;16000
1.8480138169257342e-05;3;1625;16100
1.8249856073690273e-05;3;1725;16200
1.8019573978123204e-05;3;1825;16300
1.7789291882556135e-05;3;1925;16400
1.7559009786989062e-05;3;2025;16500
1.7328727691421993e-05;3;2125;16600
1.7098445595854924e-05;3;2225;16700
1.6868163500287855e-05;3;2325;16800
1.6637881404720786e-05;3;2425;16900
1.6407599309153716e-05;3;2525;17000
1.6177317213586647e-05;3;2625;17100
1.5947035118019575e-05;3;2725;17200
1.5716753022452505e-05;3;2825;17300
1.5486470926885436e-05;3;2925;17400
1.5256188831318365e-05;3;3025;17500
1.5025906735751296e-05;3;3125;17600
1.4795624640184227e-05;3;3225;17700
1.4565342544617156e-05;3;3325;17800
1.4335060449050087e-05;3;3425;17900
1.4104778353483016e-05;3;3525;18000
1.3874496257915947e-05;3;3625;18100
1.3644214162348878e-05;3;3725;18200
1.3413932066781809e-05;3;3825;18300
1.318364997121474e-05;3;3925;18400
1.2953367875647668e-05;3;4025;18500
1.27230857800806e-05;3;4125;18600
1.249280368451353e-05;3;4225;18700
1.226252158894646e-05;3;4325;18800
1.203223949337939e-05;3;4425;18900
1.1801957397812321e-05;3;4525;19000
1.1571675302245252e-05;3;4625;19100
1.1341393206678183e-05;3;4725;19200
1.1111111111111112e-05;3;4825;19300
1.0880829015544042e-05;4;100;19400
1.0650546919976973e-05;4;200;19500
1.0420264824409904e-05;4;300;19600
1.0189982728842833e-05;4;400;19700
9.959700633275764e-06;4;500;19800
9.729418537708695e-06;4;600;19900
9.499136442141624e-06;4;700;20000
9.268854346574555e-06;4;800;20100
9.038572251007486e-06;4;900;20200
8.808290155440415e-06;4;1000;20300
8.578008059873346e-06;4;1100;20400
8.347725964306276e-06;4;1200;20500
8.117443868739207e-06;4;1300;20600
7.887161773172136e-06;4;1400;20700
7.656879677605067e-06;4;1500;20800
7.426597582037997e-06;4;1600;20900
7.196315486470927e-06;4;1700;21000
6.966033390903857e-06;4;1800;21100
6.735751295336788e-06;4;1900;21200
6.505469199769718e-06;4;2000;21300
6.275187104202649e-06;4;2100;21400
6.044905008635579e-06;4;2200;21500
5.8146229130685095e-06;4;2300;21600
5.5843408175014395e-06;4;2400;21700
5.35405872193437e-06;4;2500;21800
5.1237766263673e-06;4;2600;21900
4.893494530800231e-06;4;2700;22000
4.663212435233161e-06;4;2800;22100
4.432930339666092e-06;4;2900;22200
4.202648244099022e-06;4;3000;22300
3.972366148531952e-06;4;3100;22400
3.7420840529648822e-06;4;3200;22500
3.511801957397812e-06;4;3300;22600
3.281519861830743e-06;4;3400;22700
3.051237766263673e-06;4;3500;22800
2.8209556706966034e-06;4;3600;22900
2.5906735751295338e-06;4;3700;23000
2.360391479562464e-06;4;3800;23100
2.1301093839953946e-06;4;3900;23200
1.8998272884283248e-06;4;4000;23300
1.6695451928612552e-06;4;4100;23400
1.4392630972941856e-06;4;4200;23500
1.208981001727116e-06;4;4300;23600
9.786989061600461e-07;4;4400;23700
7.484168105929764e-07;4;4500;23800
5.181347150259068e-07;4;4600;23900
2.878526194588371e-07;4;4700;24000
5.757052389176742e-08;4;4800;24100
