lr;epoch;iteration;global_iteration
3.568879371877231e-06;0;100;100
7.137758743754462e-06;0;200;200
1.0706638115631692e-05;0;300;300
1.4275517487508924e-05;0;400;400
1.7844396859386154e-05;0;500;500
2.1413276231263384e-05;0;600;600
2.4982155603140615e-05;0;700;700
2.8551034975017848e-05;0;800;800
3.2119914346895075e-05;0;900;900
3.568879371877231e-05;0;1000;1000
3.9257673090649535e-05;0;1100;1100
4.282655246252677e-05;0;1200;1200
